Col1,Col2,Col3,Col4,Col5,Col6,Col7,Col8
209.4,0.0,0.0,180,192.0,806.9,1047.0,139.6
24.0,11.6,79.0,7,162.0,712.0,967.0,446.0
189.0,11.6,0.0,91,164.9,755.8,944.7,362.6
0.0,5.3,95.7,3,191.8,857.2,948.9,250.0
98.1,6.7,24.5,14,181.7,785.5,1066.0,213.8
11.0,1.7,141.0,3,206.0,801.0,942.0,202.0
190.0,0.0,0.0,28,228.0,670.0,932.0,190.0
106.3,16.5,0.0,28,153.5,887.1,852.1,425.0
0.0,0.0,0.0,7,184.0,795.0,1075.0,300.0
288.0,0.0,0.0,90,192.0,716.1,929.8,192.0
0.0,0.0,0.0,180,197.0,781.0,968.0,339.0
94.7,11.4,0.0,91,147.4,852.1,946.8,401.8
0.0,0.0,0.0,28,218.0,719.7,838.4,436.0
101.0,10.0,78.0,28,171.0,763.0,936.0,260.0
0.0,0.0,0.0,7,193.0,885.0,968.0,236.0
142.5,0.0,0.0,365,228.0,594.0,932.0,332.5
0.0,4.6,94.6,100,197.9,852.2,947.0,233.8
0.0,0.0,0.0,28,193.0,812.0,968.0,307.0
114.0,0.0,0.0,270,228.0,670.0,932.0,266.0
190.0,0.0,0.0,365,228.0,670.0,932.0,190.0
243.0,11.0,0.0,28,180.0,698.0,1022.0,156.0
0.0,5.2,0.0,28,175.0,805.0,870.0,520.0
15.0,5.5,141.0,7,179.0,801.0,842.0,284.0
0.0,6.4,118.3,28,188.5,757.7,1028.4,251.4
93.4,9.7,159.9,56,172.3,746.6,1007.2,173.8
0.0,11.0,107.0,28,210.0,744.0,880.0,298.0
189.0,11.6,0.0,7,164.9,755.8,944.7,362.6
0.0,7.5,100.5,14,165.6,905.9,1006.4,194.7
106.3,16.5,0.0,7,153.5,887.1,852.1,425.0
0.0,0.0,0.0,28,185.0,739.0,1047.0,382.0
145.3,8.0,113.2,28,178.9,690.2,869.1,314.0
0.0,0.0,0.0,28,194.0,885.0,968.0,236.0
0.0,14.2,98.8,3,146.3,889.0,987.8,252.3
0.0,0.0,0.0,28,186.0,763.0,966.0,385.0
143.0,22.0,111.0,28,168.0,651.0,914.0,310.0
114.0,0.0,0.0,365,228.0,670.0,932.0,266.0
50.1,6.5,173.5,14,164.8,793.5,1006.2,173.5
0.0,0.0,0.0,7,192.0,809.0,1056.0,349.0
183.9,0.0,0.0,7,203.5,800.1,958.2,122.6
0.0,0.0,0.0,3,197.0,781.0,968.0,339.0
166.8,0.0,0.0,90,203.5,694.1,977.6,250.2
0.0,11.7,174.2,28,159.2,771.9,1043.6,213.5
145.0,8.0,113.0,28,179.0,690.0,869.0,314.0
0.0,9.9,125.2,14,161.9,802.6,1088.1,190.3
106.3,18.6,0.0,56,151.4,803.7,936.0,425.0
53.8,9.6,121.9,3,155.6,780.6,1014.3,214.9
0.0,0.0,0.0,90,192.0,825.0,978.0,331.0
162.4,0.0,0.0,7,203.5,849.0,938.2,108.3
132.4,0.0,0.0,28,192.0,825.5,978.4,198.6
0.0,9.5,117.5,14,174.8,753.5,1022.8,297.2
0.0,0.0,0.0,28,214.6,762.4,1003.5,376.0
0.0,6.4,118.3,56,188.5,757.7,1028.4,251.4
0.0,0.0,0.0,3,198.0,863.0,968.0,254.0
24.0,10.3,79.0,28,162.0,712.0,967.0,446.0
93.8,23.4,0.0,91,126.6,992.6,852.1,375.0
24.0,11.6,79.0,28,162.0,712.0,967.0,446.0
189.0,11.6,0.0,56,164.9,755.8,944.7,362.6
105.0,9.0,82.0,28,210.0,680.0,904.0,273.0
0.0,6.4,118.3,100,188.5,757.7,1028.4,251.4
250.2,0.0,0.0,7,203.5,692.6,975.6,166.8
0.0,5.7,121.6,56,180.3,779.3,1057.6,212.1
0.0,0.0,0.0,14,203.0,800.0,974.0,322.0
0.0,9.9,125.2,56,166.6,798.9,1079.0,190.3
24.0,11.6,79.0,3,162.0,712.0,967.0,446.0
117.2,32.2,0.0,28,137.8,840.5,852.1,469.0
42.1,5.7,163.8,56,121.8,780.1,1058.7,168.0
0.0,0.0,0.0,28,187.0,745.0,1025.0,400.0
145.0,8.0,113.0,28,178.0,689.0,1002.0,153.0
13.6,4.1,172.4,14,156.8,856.4,1006.3,172.4
97.0,8.0,76.0,28,194.0,821.0,835.0,252.0
97.1,8.3,75.6,28,193.8,821.4,835.5,252.1
0.0,0.0,0.0,28,189.0,613.0,1125.0,525.0
19.0,10.9,141.0,7,154.0,801.0,942.0,359.0
0.0,0.0,60.0,28,195.0,630.0,1030.0,505.0
0.0,11.1,133.6,28,180.8,811.5,979.5,144.8
0.0,0.0,0.0,28,197.0,781.0,968.0,339.0
0.0,7.0,94.1,56,186.7,847.0,949.9,238.1
0.0,11.3,124.1,56,158.5,794.9,1078.7,218.9
17.5,17.9,163.0,28,167.0,652.0,996.0,333.0
183.4,9.1,0.0,28,193.3,867.7,877.2,154.8
0.0,4.6,94.6,28,197.9,852.2,947.0,233.8
118.8,8.9,0.0,7,181.1,781.5,852.1,475.0
210.0,3.0,0.0,28,196.0,795.0,949.0,133.0
0.0,11.0,134.0,28,181.0,812.0,979.0,145.0
0.0,6.7,121.6,3,174.0,778.5,1056.4,231.8
0.0,9.9,121.4,3,159.5,777.5,1053.6,275.1
164.0,6.0,128.0,28,237.0,656.0,869.0,140.0
0.0,0.0,0.0,7,192.0,712.2,936.2,480.0
0.0,7.5,100.5,100,170.2,901.8,998.0,194.7
110.5,5.0,86.1,28,195.4,732.6,895.2,261.9
260.0,13.0,0.0,28,183.0,827.0,859.0,166.0
116.0,0.0,0.0,7,192.0,856.8,946.8,173.0
0.0,0.0,0.0,7,185.7,784.3,1104.6,381.4
153.0,8.0,194.0,28,192.0,623.0,935.0,149.0
112.3,10.4,87.5,28,177.9,744.5,909.7,266.2
166.8,0.0,0.0,7,203.5,694.1,977.6,250.2
118.8,8.9,0.0,56,181.1,781.5,852.1,475.0
105.1,9.0,81.8,28,209.7,679.7,904.0,272.8
0.0,11.8,97.4,3,160.6,875.6,973.9,277.1
0.0,17.9,174.9,28,158.4,844.5,942.7,143.6
0.0,0.0,0.0,28,192.0,842.6,931.2,333.0
0.0,6.7,121.6,56,174.0,778.5,1056.4,231.8
188.0,11.0,146.0,28,203.0,710.0,829.0,160.0
0.0,2.5,0.0,28,162.0,676.0,1055.0,540.0
142.8,10.0,0.0,28,167.9,804.0,914.3,310.0
0.0,0.0,0.0,28,192.0,712.2,936.2,480.0
0.0,0.0,0.0,28,185.7,769.3,1091.4,295.8
177.0,11.1,0.0,28,186.0,707.9,884.9,439.0
142.5,0.0,0.0,90,228.0,594.0,932.0,332.5
54.6,11.9,123.8,100,140.8,792.7,1075.7,218.2
75.4,7.9,167.0,56,164.0,770.1,1007.3,167.0
189.0,9.5,0.0,7,174.9,755.8,944.7,337.9
50.1,6.5,173.5,56,164.8,793.5,1006.2,173.5
