Col1,Col2,Col3,Col4,Col5,Col6,Col7,Col8,Col9,Col10,Col11
0.68,0.99586,3.51,54.0,0.66,0.103,11.3,32.0,6.3,3.7,0.01
0.54,0.9984,3.01,15.0,0.83,0.124,11.8,6.0,11.5,4.4,0.71
0.33,0.99468,3.3,19.0,0.73,0.063,12.0,10.0,8.7,3.3,0.38
0.5,0.9987,3.29,14.0,0.52,0.082,10.7,5.0,9.4,3.6,0.34
0.28,0.99356,3.33,10.0,0.7,0.052,12.8,4.0,8.2,2.4,0.4
0.745,0.99739,3.2,48.0,0.47,0.077,9.7,15.0,8.9,2.5,0.18
0.815,0.99471,3.32,29.0,0.51,0.267,9.8,16.0,6.8,1.2,0.0
0.805,0.9969,3.48,20.0,0.56,0.068,9.6,7.0,7.0,2.5,0.0
0.46,0.99624,3.36,37.0,0.49,0.076,10.7,15.0,7.1,2.8,0.14
0.34,0.99546,3.35,19.0,0.6,0.086,11.4,8.0,7.9,2.0,0.42
0.51,0.99538,3.36,31.0,0.54,0.084,10.5,13.0,7.5,1.7,0.02
0.54,0.9991,3.39,40.0,0.62,0.071,9.4,16.0,9.9,2.3,0.45
0.645,0.9982,3.17,14.0,0.42,0.053,10.0,5.0,10.2,1.8,0.36
0.59,0.9992,3.46,68.0,0.63,0.071,9.5,21.0,9.5,2.3,0.44
0.54,0.99589,3.37,31.0,0.51,0.085,10.4,17.0,7.6,1.7,0.02
0.41,0.99668,3.47,51.0,0.55,0.079,9.5,21.0,6.9,2.0,0.31
0.55,0.9962,3.21,56.0,0.6,0.119,10.9,14.0,8.8,2.2,0.04
0.32,0.9984,3.28,83.0,0.82,0.094,9.6,28.0,9.7,2.5,0.54
0.2,0.99672,3.53,51.0,0.81,0.076,10.4,31.0,8.2,2.5,0.43
0.36,0.9928,3.36,8.0,0.55,0.067,12.8,4.0,6.8,1.8,0.32
0.24,0.9974,3.22,22.0,0.94,0.062,10.9,8.0,8.2,5.1,0.34
0.45,0.99774,3.22,18.0,0.65,0.082,9.3,10.0,10.1,1.9,0.23
0.28,0.9967,3.32,46.0,1.04,0.067,10.6,26.0,9.1,1.8,0.48
0.725,1.0014,3.32,134.0,1.07,0.117,9.3,31.0,8.6,6.6,0.24
0.42,0.9948,3.16,148.0,0.57,0.068,11.3,24.0,6.7,8.6,0.27
0.32,0.9994,3.2,15.0,0.78,0.077,9.6,3.0,10.0,2.2,0.59
0.69,0.99608,3.42,52.0,0.6,0.063,10.2,42.0,7.1,2.1,0.08
0.41,0.99735,3.02,41.0,0.76,0.095,9.9,22.0,11.6,1.5,0.54
0.6,0.9994,3.14,19.0,0.57,0.075,11.4,5.0,12.7,2.8,0.49
0.78,0.99855,3.36,13.0,0.49,0.09,9.5,4.0,8.1,3.3,0.1
0.18,0.9941,3.28,20.0,0.7,0.062,11.1,7.0,7.9,1.8,0.4
0.895,0.99582,3.53,13.0,0.58,0.068,10.8,7.0,6.6,2.3,0.04
0.52,0.9955,3.34,38.0,0.52,0.073,9.3,13.0,6.5,1.8,0.11
0.65,1.0026,3.32,65.0,0.64,0.11,10.4,11.0,10.1,5.1,0.37
1.025,0.9985,3.06,84.0,0.57,0.08,10.1,21.0,10.6,2.8,0.43
0.33,0.99473,3.3,12.0,0.76,0.067,12.8,4.0,8.2,2.8,0.32
0.36,0.998,3.23,41.0,0.66,0.122,12.5,10.0,10.2,2.9,0.64
0.24,0.99394,3.14,27.0,0.59,0.055,11.3,13.0,8.8,1.7,0.35
0.61,0.9972,3.12,110.0,1.02,0.27,9.3,23.0,8.9,2.0,0.49
0.68,0.99546,3.38,23.0,0.6,0.07,10.3,9.0,6.8,2.1,0.21
0.61,0.99787,3.22,69.0,0.5,0.094,10.0,30.0,8.8,4.0,0.19
0.645,1.00315,2.92,23.0,0.74,0.095,11.1,10.0,15.6,4.2,0.49
0.28,0.99901,3.18,9.0,0.6,0.114,10.9,3.0,9.1,9.0,0.46
0.38,1.0004,3.16,42.0,0.61,0.098,10.3,12.0,11.9,2.7,0.49
0.18,0.996,3.33,67.0,0.93,0.049,11.3,38.0,7.9,2.2,0.4
0.42,0.99784,3.15,90.0,0.57,0.104,9.1,28.0,7.6,3.9,0.25
0.63,0.99689,3.58,32.0,0.66,0.08,9.8,12.0,6.4,1.6,0.21
0.57,1.0006,3.12,32.0,0.78,0.082,10.7,6.0,11.9,2.6,0.5
0.91,0.99525,3.51,47.0,0.43,0.058,10.7,22.0,7.8,1.9,0.07
0.58,0.99769,3.27,21.0,0.72,0.104,9.6,8.0,9.0,2.0,0.25
0.28,0.9952,3.28,34.0,0.9,0.062,11.3,18.0,7.7,2.0,0.3
0.2,0.9979,3.3,18.0,0.71,0.343,10.5,6.0,11.0,2.0,0.48
0.51,0.998,3.42,54.0,0.74,0.087,9.2,23.0,7.7,2.1,0.28
0.46,0.99922,3.15,77.0,0.51,0.091,9.4,18.0,9.2,2.6,0.23
0.45,0.9978,3.33,87.0,0.83,0.074,10.5,12.0,7.3,5.9,0.36
0.39,0.99428,3.45,24.0,0.87,0.071,11.2,14.0,6.2,2.0,0.43
0.705,0.9964,3.0,63.0,1.59,0.36,9.5,15.0,7.5,1.8,0.24
0.58,0.9959,3.28,65.0,0.54,0.097,9.2,15.0,6.7,1.8,0.08
0.78,0.99623,3.0,66.0,1.17,0.415,9.2,12.0,8.7,1.7,0.51
0.21,1.00005,3.07,24.0,0.84,0.075,9.2,10.0,15.0,2.2,0.44
0.7,0.9991,3.32,15.0,0.6,0.226,9.0,5.0,8.7,2.5,0.24
0.49,0.998,3.18,16.0,0.6,0.222,9.5,6.0,8.3,1.8,0.36
0.58,0.9968,3.36,18.0,0.57,0.073,9.5,9.0,7.8,2.0,0.02
0.66,0.9971,3.15,23.0,0.74,0.074,9.2,4.0,8.8,1.7,0.26
0.53,0.9967,3.2,27.0,0.56,0.1,10.2,7.0,8.6,2.0,0.22
0.755,0.9969,2.87,103.0,1.36,0.148,10.2,10.0,9.2,2.2,0.18
0.62,0.99504,3.38,46.0,0.89,0.072,11.8,38.0,8.4,1.8,0.12
0.67,0.99566,3.32,92.0,0.68,0.072,11.1,31.0,7.3,2.2,0.02
0.43,0.99346,3.33,39.0,0.46,0.085,11.9,6.0,7.0,2.0,0.3
0.12,0.99552,3.41,21.0,0.76,0.075,11.9,10.0,8.9,1.8,0.45
0.63,0.99675,3.37,38.0,0.58,0.097,9.0,14.0,7.2,1.9,0.0
0.36,0.9964,3.3,79.0,0.72,0.081,11.0,32.0,8.4,2.2,0.32
0.795,0.99378,3.49,52.0,0.52,0.065,11.6,28.0,6.4,2.2,0.0
0.5,0.99864,3.24,45.0,0.6,0.094,9.7,10.0,9.8,2.3,0.34
0.46,0.99815,3.32,98.0,0.63,0.093,9.5,19.0,9.0,2.8,0.31
0.715,0.99735,3.31,38.0,0.64,0.076,9.4,10.0,8.4,2.4,0.2
0.39,0.9954,3.34,20.0,0.58,0.066,9.4,3.0,6.3,1.7,0.08
0.46,0.9981,3.43,53.0,0.74,0.088,9.2,23.0,7.8,1.9,0.26
0.56,0.9962,3.32,108.0,0.54,0.081,9.5,17.0,7.8,2.0,0.19
0.26,0.99724,3.33,10.0,0.87,0.066,10.9,6.0,10.4,1.9,0.48
0.45,0.99818,3.24,38.0,0.71,0.099,10.8,20.0,10.8,2.5,0.33
0.31,0.99492,3.34,60.0,0.85,0.065,11.4,34.0,7.5,2.4,0.41
0.56,0.99586,3.26,100.0,0.52,0.083,9.9,13.0,7.2,2.0,0.26
0.5,0.99708,3.23,68.0,0.72,0.119,10.9,34.0,10.6,2.6,0.45
0.36,0.99652,3.47,55.0,0.73,0.08,10.9,41.0,9.3,1.5,0.39
0.53,0.996,3.27,105.0,0.54,0.072,9.4,15.0,7.9,2.0,0.24
0.72,0.99752,3.35,52.0,0.94,0.136,10.0,24.0,9.9,1.7,0.55
0.49,0.99706,3.41,85.0,0.58,0.074,9.0,27.0,7.6,1.9,0.33
0.43,0.9976,3.34,48.0,0.46,0.075,9.4,10.0,8.0,2.3,0.36
0.35,0.9968,3.4,75.0,0.58,0.083,9.5,33.0,7.2,1.8,0.26
0.71,0.9976,3.44,34.0,0.53,0.08,9.5,11.0,8.0,2.6,0.0
0.42,0.99476,3.39,36.0,0.56,0.071,10.9,18.0,7.0,2.3,0.19
0.755,0.99593,3.19,84.0,0.5,0.107,9.5,20.0,7.1,1.8,0.15
0.18,0.99524,3.33,88.0,0.76,0.071,11.8,45.0,8.5,1.75,0.51
0.54,0.99785,3.39,66.0,0.61,0.097,9.4,24.0,7.6,2.5,0.13
0.49,0.99702,3.27,14.0,0.78,0.081,10.9,3.0,9.3,1.7,0.36
0.69,0.9997,3.46,58.0,0.72,0.124,10.2,21.0,6.8,5.6,0.0
0.5,0.999,3.31,20.0,0.79,0.25,10.7,5.0,9.8,2.6,0.49
0.65,0.9946,3.39,21.0,0.47,0.065,10.0,15.0,7.3,1.2,0.0
0.4,0.9978,3.22,142.0,0.55,0.085,9.4,38.0,9.3,2.5,0.49
0.655,0.9966,3.17,113.0,0.66,0.083,9.8,15.0,8.3,2.3,0.12
0.51,0.9973,3.09,15.0,0.66,0.107,11.8,6.0,10.5,2.4,0.64
0.18,0.99007,2.89,109.0,0.44,0.049,12.7,36.0,8.0,0.9,0.37
0.32,0.99434,3.14,19.0,0.71,0.075,11.8,12.0,8.5,2.3,0.42
0.31,0.99549,3.39,42.0,0.66,0.067,11.0,18.0,6.0,3.6,0.47
0.32,0.99588,3.43,70.0,0.62,0.066,10.1,35.0,7.3,2.3,0.23
0.55,0.9983,3.45,28.0,0.78,0.078,9.5,10.0,7.5,2.0,0.24
0.56,0.99592,3.27,18.0,0.62,0.078,9.3,7.0,7.1,1.6,0.14
0.715,0.9968,3.23,52.0,0.77,0.089,9.5,10.0,8.3,1.8,0.15
0.96,0.9955,3.36,60.0,0.44,0.047,10.9,15.0,7.7,2.0,0.2
0.98,0.99705,3.31,49.0,0.55,0.061,9.7,20.0,7.3,2.1,0.05
0.52,0.9964,3.23,140.0,0.54,0.079,9.5,42.0,7.9,1.9,0.26
0.62,0.9984,3.16,90.0,0.7,0.146,9.4,27.0,9.0,1.9,0.04
0.28,0.99064,3.26,100.0,0.39,0.012,11.7,36.0,6.7,2.4,0.28
0.64,0.99612,3.37,33.0,0.58,0.094,11.0,5.0,8.0,2.4,0.22
0.815,0.9955,3.58,34.0,0.89,0.072,12.3,17.0,6.6,2.7,0.02
0.82,0.99642,3.16,64.0,0.53,0.083,9.4,21.0,7.8,4.3,0.29
0.78,0.9956,3.4,19.0,0.47,0.093,10.0,10.0,7.0,2.0,0.08
1.07,0.9962,3.3,89.0,0.57,0.178,9.0,10.0,7.3,1.7,0.09
0.57,0.99417,3.46,45.0,0.74,0.065,12.7,34.0,7.8,2.3,0.09
0.41,0.9949,3.41,36.0,0.75,0.081,11.1,22.0,6.9,2.2,0.33
0.25,0.99769,3.44,67.0,0.86,0.071,10.2,45.0,9.1,2.0,0.34
0.46,0.99578,3.33,98.0,0.62,0.074,9.8,32.0,6.2,2.1,0.29
0.6,0.9997,3.5,71.0,0.57,0.079,9.7,28.0,9.6,2.3,0.5
0.3,0.99498,3.27,24.0,0.64,0.09,12.1,11.0,8.3,3.8,0.49
0.52,0.9978,3.24,30.0,0.6,0.07,9.3,9.0,9.1,1.3,0.33
0.935,0.997,3.25,114.0,0.73,0.114,9.2,22.0,7.7,2.2,0.43
0.35,0.9994,3.12,69.0,0.75,0.079,10.4,27.0,12.4,2.6,0.49
0.54,0.99636,3.26,147.0,0.59,0.089,9.7,23.0,7.7,1.9,0.26
0.58,0.9963,3.28,60.0,0.59,0.077,9.8,27.0,7.5,2.2,0.14
0.31,0.9987,2.88,29.0,0.82,0.072,9.8,6.0,12.6,2.2,0.72
0.43,0.9976,3.23,116.0,0.64,0.086,9.5,23.0,9.2,2.4,0.49
0.53,0.99323,3.35,29.0,0.61,0.064,12.1,15.0,7.2,2.1,0.14
0.4,0.99554,3.36,47.0,0.48,0.076,9.4,30.0,6.5,2.0,0.1
0.34,0.9988,2.94,15.0,0.66,0.082,9.2,6.0,11.3,2.0,0.45
0.31,0.99536,3.31,10.0,0.68,0.058,11.2,6.0,8.2,2.2,0.4
0.5,1.00242,3.16,82.0,0.75,0.205,8.8,48.0,9.9,13.8,0.5
0.45,0.9958,3.41,15.0,0.56,0.069,9.2,3.0,6.2,1.6,0.2
0.28,0.99064,3.26,100.0,0.39,0.012,11.7,36.0,6.7,2.4,0.28
0.5,0.9985,3.43,46.0,0.62,0.082,10.7,12.0,8.0,2.6,0.39
0.28,0.9974,3.04,13.0,0.79,0.05,10.2,5.0,10.1,1.8,0.46
0.47,0.9922,3.45,33.0,0.48,0.055,12.3,27.0,6.3,1.4,0.0
0.18,0.9947,3.37,58.0,0.78,0.066,11.8,15.0,7.7,2.7,0.34
0.775,0.9976,3.18,48.0,0.51,0.079,9.6,12.0,9.1,2.2,0.22
0.39,0.99478,3.19,11.0,0.46,0.068,11.4,5.0,9.8,1.65,0.43
0.67,0.9956,3.42,24.0,0.72,0.068,11.1,10.0,7.2,2.2,0.0
0.62,0.99746,3.51,85.0,0.54,0.077,9.5,15.0,7.2,2.7,0.06
0.26,0.9986,3.12,19.0,0.82,0.071,9.3,6.0,11.4,3.6,0.44
1.02,0.9938,3.75,85.0,0.48,0.045,10.5,41.0,5.0,1.4,0.04
0.45,0.9987,3.38,78.0,0.62,0.08,9.5,23.0,9.1,2.4,0.35
0.47,0.99516,3.18,28.0,0.8,0.055,11.2,14.0,8.6,2.3,0.27
0.68,0.99685,3.38,51.0,0.52,0.075,9.5,16.0,7.1,1.9,0.07
0.61,0.99748,3.48,38.0,0.65,0.074,9.8,13.0,7.4,2.0,0.01
0.53,0.99593,3.25,14.0,0.64,0.07,10.0,6.0,8.3,1.4,0.0
0.69,0.99632,3.33,104.0,0.51,0.069,9.5,35.0,7.3,2.2,0.32
0.41,0.9986,3.54,42.0,0.66,0.093,10.5,9.0,8.8,2.2,0.64
0.32,0.99506,3.27,9.0,0.55,0.098,12.3,3.0,8.2,2.3,0.42
0.35,0.9986,3.17,21.0,0.53,0.09,10.5,5.0,11.1,3.1,0.48
0.67,0.9976,3.17,17.0,0.47,0.054,10.0,6.0,10.2,1.9,0.39
0.88,1.001,3.41,155.0,0.67,0.104,11.2,35.0,9.8,2.5,0.25
0.55,0.9974,3.25,66.0,0.56,0.074,9.2,21.0,7.8,2.2,0.35
0.52,0.99682,3.26,18.0,0.57,0.084,9.9,4.0,8.4,2.7,0.22
0.59,0.9981,3.14,48.0,0.56,0.084,9.7,25.0,9.4,2.0,0.14
0.57,0.9963,3.04,89.0,0.9,0.104,10.1,12.0,9.9,2.0,0.25
0.29,0.9976,3.05,13.0,0.74,0.059,10.5,5.0,10.2,2.6,0.49
0.67,0.9969,3.16,51.0,1.14,0.401,9.4,16.0,7.3,1.8,0.26
0.26,0.9951,3.15,77.0,0.79,0.052,10.9,19.0,7.7,2.0,0.26
0.35,0.99599,3.27,47.0,0.81,0.076,11.0,11.0,8.2,2.4,0.33
0.975,0.99565,3.35,67.0,0.6,0.087,9.4,12.0,7.0,2.0,0.04
0.88,0.99636,3.53,20.0,0.56,0.066,9.9,12.0,6.6,2.2,0.04
0.34,0.99694,3.45,68.0,0.48,0.082,9.4,31.0,7.1,2.0,0.28
0.63,0.99531,3.36,28.0,0.64,0.059,10.1,16.0,6.5,1.8,0.33
0.54,0.9942,3.72,13.0,0.58,0.049,11.4,5.0,5.6,1.7,0.04
0.16,0.99494,3.34,52.0,0.71,0.059,11.2,24.0,6.7,2.1,0.64
0.69,0.99572,3.38,21.0,0.6,0.091,11.3,15.0,7.0,2.5,0.07
0.31,0.9988,3.32,46.0,0.67,0.08,9.7,22.0,10.1,2.3,0.44
0.56,0.9991,3.18,58.0,0.56,0.079,10.1,19.0,10.0,2.2,0.24
1.33,0.9964,3.54,12.0,0.48,0.082,10.9,3.0,8.1,1.8,0.0
0.575,0.9967,3.29,65.0,0.51,0.077,9.2,12.0,8.1,2.1,0.22
0.88,0.9979,3.24,147.0,0.53,0.086,9.4,30.0,9.6,2.4,0.28
0.3,0.99543,3.39,72.0,0.72,0.06,11.8,19.0,8.8,2.3,0.38
0.57,0.997,3.46,11.0,0.68,0.067,9.5,4.0,6.4,1.8,0.02
0.46,0.9947,3.32,18.0,0.79,0.065,14.0,7.0,8.8,2.6,0.45
0.59,0.99738,3.14,74.0,0.54,0.089,9.4,12.0,8.8,2.9,0.18
0.845,0.9967,3.32,14.0,0.58,0.07,11.0,5.0,8.3,2.2,0.01
0.36,0.99568,3.31,10.0,0.62,0.111,11.3,5.0,9.0,2.1,0.52
0.735,0.9974,3.24,41.0,0.71,0.092,9.8,10.0,7.8,2.4,0.08
0.24,0.9978,3.15,24.0,0.9,0.066,11.0,6.0,10.5,2.1,0.47
0.43,0.9976,3.35,23.0,0.61,0.083,11.3,14.0,9.2,2.3,0.52
0.21,0.99648,3.36,23.0,0.67,0.09,10.4,9.0,8.5,1.9,0.52
0.43,0.99633,3.52,56.0,0.6,0.078,9.5,21.0,6.2,1.8,0.22
0.39,0.99494,3.3,48.0,0.84,0.066,11.5,22.0,7.2,2.6,0.44
0.34,0.9952,3.35,37.0,0.77,0.064,12.1,21.0,7.3,2.5,0.33
0.49,0.99388,3.35,25.0,0.63,0.071,12.0,14.0,7.4,2.1,0.27
0.57,0.99557,3.36,35.0,0.62,0.077,10.8,11.0,7.5,2.6,0.02
0.3,0.99588,3.3,29.0,0.78,0.081,10.8,16.0,8.0,1.6,0.63
0.685,0.9966,3.46,37.0,0.57,0.105,10.6,22.0,6.9,2.5,0.0
0.38,0.99914,3.15,90.0,0.65,0.169,8.5,27.0,10.0,1.6,0.38
0.34,0.99392,3.18,18.0,0.55,0.058,11.4,9.0,9.1,1.8,0.42
0.49,1.0,3.19,15.0,0.43,0.083,9.2,5.0,11.7,2.2,0.49
0.655,0.99606,3.37,25.0,0.55,0.074,9.7,8.0,7.0,2.1,0.16
0.59,0.99735,3.36,32.0,0.61,0.089,10.0,12.0,8.0,2.0,0.05
0.29,0.99565,3.22,17.0,0.63,0.075,11.8,6.0,10.2,2.4,0.65
0.88,0.9968,3.2,67.0,0.68,0.098,9.8,25.0,7.8,2.6,0.0
0.52,0.99685,3.46,37.0,0.5,0.081,11.0,10.0,6.9,2.6,0.25
0.73,0.9966,3.15,31.0,0.57,0.059,11.0,15.0,10.0,2.3,0.43
0.745,0.9968,3.24,134.0,0.66,0.118,9.4,30.0,8.0,2.0,0.56
1.005,0.99604,3.23,32.0,0.48,0.102,10.0,11.0,7.7,2.1,0.15
0.4,0.9994,3.04,24.0,0.6,0.059,9.3,6.0,12.4,2.0,0.51
0.76,0.99379,3.51,52.0,0.6,0.072,11.5,26.0,6.3,2.9,0.0
0.68,0.9944,3.54,94.0,0.52,0.087,10.0,21.0,5.8,1.8,0.02
0.58,0.9966,3.56,18.0,0.84,0.065,9.4,8.0,6.2,1.6,0.0
0.55,0.9982,3.17,37.0,0.67,0.387,9.6,12.0,9.5,2.3,0.66
0.305,0.99331,3.29,11.0,0.52,0.059,11.5,7.0,7.3,1.2,0.39
0.38,0.99643,3.22,13.0,0.65,0.104,11.6,6.0,10.1,2.4,0.5
0.26,0.9968,3.2,10.0,0.72,0.071,10.2,6.0,11.8,1.8,0.52
0.46,1.0006,3.1,35.0,0.56,0.071,9.0,12.0,13.2,2.2,0.52
0.5,1.0001,3.05,27.0,0.64,0.073,9.5,5.0,10.8,2.5,0.46
0.55,1.0004,3.14,53.0,0.61,0.087,9.4,20.0,9.7,2.9,0.17
0.685,0.99632,3.38,9.0,0.55,0.058,10.9,5.0,7.5,2.5,0.07
0.45,1.0003,3.26,47.0,1.11,0.078,11.0,19.0,11.5,3.0,0.5
0.36,0.9964,3.41,16.0,0.6,0.098,10.1,5.0,6.9,2.4,0.25
0.675,0.9976,3.31,43.0,0.53,0.084,9.2,11.0,8.3,2.1,0.26
0.58,0.99322,3.38,22.0,0.49,0.058,11.7,8.0,6.9,1.75,0.2
0.56,0.99438,3.4,24.0,0.82,0.074,11.2,15.0,6.8,1.8,0.22
0.69,1.0002,3.48,81.0,0.74,0.086,11.6,23.0,8.7,3.0,0.31
0.67,0.99845,3.68,33.0,0.71,0.08,9.6,8.0,6.9,2.1,0.06
0.33,0.9976,3.37,80.0,0.8,0.091,9.6,18.0,8.0,2.5,0.53
0.39,0.9996,3.18,30.0,0.63,0.093,10.8,12.0,12.0,3.0,0.66
0.66,0.9989,3.37,59.0,0.71,0.083,11.5,21.0,9.8,3.2,0.39
1.02,0.99892,3.48,11.0,0.49,0.084,11.0,6.0,8.3,3.4,0.02
0.58,0.9956,3.44,124.0,0.48,0.091,10.5,34.0,7.0,1.9,0.12
0.49,0.99292,3.58,33.0,0.59,0.068,12.5,15.0,6.0,2.3,0.0
0.71,0.9972,3.47,35.0,0.55,0.08,9.4,14.0,7.1,1.9,0.0
0.39,0.99717,3.39,84.0,0.61,0.074,9.0,32.0,8.0,1.9,0.3
0.56,0.9964,3.19,47.0,0.93,0.104,9.5,12.0,7.8,1.8,0.19
0.22,0.99604,3.47,77.0,0.87,0.064,11.0,53.0,8.6,1.9,0.36
0.24,0.9974,3.22,22.0,0.94,0.062,10.9,8.0,8.2,5.1,0.34
0.44,0.99832,3.38,48.0,0.86,0.145,9.9,34.0,10.4,1.5,0.42
0.39,0.99598,3.06,27.0,0.84,0.075,11.4,14.0,10.5,2.2,0.46
0.26,0.9974,3.21,27.0,0.8,0.08,9.4,11.0,8.3,2.0,0.42
0.57,0.99564,3.38,36.0,0.6,0.081,10.3,16.0,7.2,2.3,0.05
0.43,0.99615,3.37,63.0,0.58,0.073,10.5,29.0,7.7,2.6,0.25
0.41,0.99939,3.21,41.0,0.76,0.103,11.3,19.0,12.6,2.8,0.54
0.38,0.9961,3.33,35.0,0.47,0.08,9.5,7.0,7.3,2.0,0.21
1.04,0.99648,3.52,32.0,0.57,0.067,11.0,19.0,6.7,2.3,0.08
0.6,0.9994,3.14,19.0,0.57,0.075,11.4,5.0,12.7,2.8,0.49
0.59,1.0002,3.5,58.0,0.65,0.093,9.3,19.0,8.2,2.5,0.0
0.41,0.99824,3.38,45.0,0.64,0.084,10.1,26.0,6.8,8.8,0.31
0.41,0.9953,3.24,42.0,0.77,0.078,12.6,25.0,8.7,6.2,0.41
0.63,0.99787,3.22,115.0,0.56,0.235,9.5,66.0,6.9,6.7,0.33
0.67,0.9962,3.32,96.0,0.48,0.088,9.5,17.0,7.7,2.1,0.23
0.32,0.99633,3.42,58.0,0.97,0.071,10.6,23.0,6.1,2.3,0.25
0.715,0.99533,3.48,35.0,0.65,0.068,11.4,30.0,7.6,2.1,0.0
0.48,0.99585,3.39,23.0,0.43,0.082,9.05,9.0,6.9,1.9,0.2
0.46,0.99702,3.03,45.0,1.34,0.414,9.2,16.0,8.5,1.4,0.59
0.63,0.9979,3.43,37.0,0.76,0.09,9.7,11.0,7.4,2.4,0.07
0.58,0.9992,3.05,37.0,0.56,0.072,10.0,6.0,11.9,2.5,0.66
0.35,0.9982,3.21,61.0,0.5,0.083,9.5,11.0,9.9,2.3,0.41
0.72,0.9994,3.43,49.0,0.72,0.084,11.1,18.0,8.1,2.8,0.09
0.43,0.9958,3.26,74.0,0.54,0.069,9.9,13.0,7.6,2.1,0.31
0.51,0.998,3.47,38.0,0.66,0.091,9.6,8.0,7.6,2.4,0.24
0.47,0.99518,3.16,38.0,0.85,0.058,11.1,18.0,8.5,1.9,0.27
0.6,0.99616,3.29,91.0,0.56,0.083,9.8,17.0,7.4,2.1,0.26
0.67,0.99488,3.45,20.0,0.56,0.057,11.8,11.0,6.5,4.3,0.0
0.65,0.99915,3.38,94.0,0.77,0.088,9.4,27.0,7.5,7.0,0.18
0.85,0.9924,3.56,88.0,0.82,0.045,12.9,12.0,5.6,1.4,0.05
0.695,0.99546,3.29,20.0,0.54,0.076,10.1,12.0,7.2,2.0,0.13
0.4,0.99783,3.1,50.0,0.58,0.099,10.4,19.0,11.2,2.0,0.5
0.42,0.99823,3.19,88.0,0.52,0.092,9.2,33.0,8.8,2.5,0.21
0.3,0.9994,3.2,28.0,0.77,0.095,10.8,9.0,12.8,2.6,0.74
0.56,0.997,3.37,28.0,0.5,0.082,9.4,7.0,7.8,2.0,0.12
0.44,0.998,3.21,15.0,0.67,0.059,10.2,5.0,11.6,2.1,0.64
0.44,0.9966,3.22,95.0,0.67,0.1,9.4,18.0,7.8,2.7,0.28
0.32,0.99734,3.28,44.0,0.77,0.132,11.5,17.0,10.9,1.8,0.52
0.27,0.9951,3.4,8.0,0.64,0.05,11.0,4.0,7.5,2.3,0.34
0.77,0.99865,3.3,74.0,0.64,0.082,10.4,30.0,9.6,2.9,0.12
0.49,0.9966,3.39,31.0,0.64,0.062,9.6,9.0,7.7,1.9,0.26
0.31,1.0008,2.86,15.0,0.79,0.075,8.4,6.0,14.3,1.8,0.74
0.45,0.9962,3.21,29.0,0.49,0.094,10.2,16.0,8.0,2.2,0.23
0.34,0.99605,3.52,12.0,0.63,0.079,10.7,6.0,8.5,1.7,0.44
0.745,0.9965,3.19,63.0,0.82,0.09,9.6,16.0,8.4,1.9,0.11
0.34,0.99408,3.23,74.0,0.81,0.057,12.0,43.0,8.2,1.9,0.37
0.84,0.99842,3.53,65.0,0.72,0.074,9.25,16.0,6.9,4.1,0.21
0.32,0.9976,3.23,13.0,0.82,0.073,12.6,5.0,10.3,6.4,0.45
0.31,0.99572,3.02,10.0,0.83,0.06,10.9,3.0,11.1,2.2,0.53
0.51,0.9924,3.46,101.0,0.87,0.042,12.9,16.0,5.1,2.1,0.18
0.55,0.99314,3.32,35.0,0.82,0.077,11.6,26.0,6.3,1.8,0.15
0.58,0.99544,3.59,63.0,0.68,0.1,11.4,50.0,6.6,2.2,0.0
0.53,0.9998,3.12,25.0,0.59,0.063,9.3,6.0,10.3,2.5,0.48
0.84,0.9952,3.52,48.0,0.56,0.059,12.3,32.0,6.6,2.3,0.03
0.54,0.9976,3.27,31.0,0.6,0.097,9.3,7.0,8.7,2.5,0.26
0.68,0.99783,3.45,26.0,0.53,0.087,9.5,17.0,7.1,2.3,0.0
0.58,0.99568,3.35,28.0,0.52,0.077,10.0,7.0,7.2,2.3,0.03
0.735,0.99765,3.41,28.0,0.6,0.08,9.4,18.0,7.3,2.2,0.0
0.46,0.99425,3.61,11.0,0.54,0.073,11.4,7.0,6.2,1.6,0.17
0.37,0.99456,3.38,51.0,0.72,0.066,11.8,26.0,8.5,1.8,0.32
0.54,1.00369,3.18,95.0,0.77,0.214,9.0,55.0,10.2,15.4,0.37
1.04,0.9959,3.22,29.0,0.55,0.084,9.9,13.0,7.9,2.2,0.05
0.36,0.99652,3.47,55.0,0.73,0.08,10.9,41.0,9.3,1.5,0.39
0.59,0.99746,3.55,85.0,0.59,0.077,9.8,20.0,7.1,2.5,0.01
0.48,0.9982,3.31,52.0,0.53,0.092,10.5,26.0,8.8,3.3,0.41
0.62,0.99746,3.51,85.0,0.54,0.077,9.5,15.0,7.2,2.7,0.06
0.66,0.99796,3.26,88.0,0.66,0.094,10.1,12.0,9.7,2.6,0.34
0.47,0.9982,3.29,110.0,0.6,0.085,9.8,17.0,8.8,2.9,0.49
0.58,0.99568,3.32,18.0,0.56,0.088,10.5,12.0,7.7,1.8,0.01
0.52,0.9934,3.9,65.0,0.56,0.054,13.1,8.0,4.6,2.1,0.15
0.61,0.9994,3.16,16.0,0.63,0.2,8.4,5.0,10.4,2.1,0.49
0.41,1.0001,3.26,55.0,0.88,0.08,11.0,29.0,11.5,3.0,0.52
0.41,0.99735,3.02,41.0,0.76,0.095,9.9,22.0,11.6,1.5,0.54
